ATP6	FBgn0013672	FBpp0390630	278
LOC123744970	FBgn0053926	FBpp0311233	53.9
LOC123744972	FBgn0001138	FBpp0289317	244
LOC123744974	FBgn0030191	FBpp0303348	51.6
LOC123744974	FBgn0030191	FBpp0071405	51.6
LOC123744978	FBgn0034200	FBpp0311626	73.2
LOC123744978	FBgn0034200	FBpp0086140	73.2
LOC123744979	FBgn0050372	FBpp0308409	624
LOC123744980	FBgn0034419	FBpp0085764	297
LOC123744981	FBgn0003074	FBpp0087761	837
LOC123744981	FBgn0003074	FBpp0087760	837
LOC123744981	FBgn0003074	FBpp0087762	837
LOC123744982	FBgn0035574	FBpp0073201	521
LOC123744982	FBgn0035574	FBpp0304983	521
LOC123744984	FBgn0005612	FBpp0072066	169
LOC123744984	FBgn0005612	FBpp0309947	169
LOC123744984	FBgn0005612	FBpp0072067	169
LOC123744987	FBgn0034580	FBpp0071463	46.2
LOC123744988	FBgn0026077	FBpp0078268	45.8
LOC123744990	FBgn0036230	FBpp0423041	42.7
LOC123744991	FBgn0036920	FBpp0074684	254
LOC123744992	FBgn0032169	FBpp0079480	252
LOC123744992	FBgn0032169	FBpp0310303	252
LOC123744993	FBgn0036030	FBpp0302782	590
LOC123744993	FBgn0036030	FBpp0311284	590
LOC123744995	FBgn0043470	FBpp0087222	188
LOC123744997	FBgn0030863	FBpp0074250	271
LOC123744997	FBgn0030863	FBpp0312005	271
LOC123744997	FBgn0030863	FBpp0309497	271
LOC123744997	FBgn0030863	FBpp0099891	271
LOC123744998	FBgn0034094	FBpp0086274	199
LOC123744999	FBgn0263934	FBpp0302896	188
LOC123745000	FBgn0030484	FBpp0073609	140
LOC123745001	FBgn0030484	FBpp0073609	142
LOC123745002	FBgn0045759	FBpp0076609	161
LOC123745003	FBgn0035592	FBpp0076884	161
LOC123745006	FBgn0029713	FBpp0070667	92.4
LOC123745007	FBgn0035780	FBpp0076565	174
LOC123745008	FBgn0003310	FBpp0077658	55.8
LOC123745008	FBgn0003310	FBpp0077659	55.8
LOC123745009	FBgn0032078	FBpp0079389	278
LOC123745009	FBgn0032078	FBpp0079388	278
LOC123745009	FBgn0032078	FBpp0079390	278
LOC123745010	FBgn0265959	FBpp0309722	554
LOC123745010	FBgn0265959	FBpp0309723	554
LOC123745010	FBgn0265959	FBpp0309721	554
LOC123745011	FBgn0014870	FBpp0086222	57.0
LOC123745013	FBgn0031491	FBpp0077354	117
LOC123745021	FBgn0020309	FBpp0307449	100
LOC123745022	FBgn0023212	FBpp0083354	135
LOC123745023	FBgn0031952	FBpp0310069	504
LOC123745023	FBgn0031952	FBpp0290546	504
LOC123745024	FBgn0020309	FBpp0079847	204
LOC123745025	FBgn0052187	FBpp0074935	63.5
LOC123745027	FBgn0003482	FBpp0084486	110
LOC123745027	FBgn0003480	FBpp0082392	110
LOC123745028	FBgn0031830	FBpp0078918	154
LOC123745028	FBgn0031830	FBpp0309852	154
LOC123745029	FBgn0040534	FBpp0081484	153
LOC123745031	FBgn0030805	FBpp0309739	273
LOC123745031	FBgn0030805	FBpp0074192	273
LOC123745032	FBgn0020309	FBpp0079847	189
LOC123745034	FBgn0265726	FBpp0309519	306
LOC123745034	FBgn0265726	FBpp0309516	306
LOC123745034	FBgn0265726	FBpp0309517	306
LOC123745034	FBgn0265726	FBpp0309520	306
LOC123745034	FBgn0265726	FBpp0309521	306
LOC123745037	FBgn0283508	FBpp0296985	151
LOC123745038	FBgn0003884	FBpp0081153	870
LOC123745039	FBgn0003502	FBpp0303535	370
LOC123745039	FBgn0003502	FBpp0079235	370
LOC123745039	FBgn0003502	FBpp0079238	370
LOC123745039	FBgn0003502	FBpp0111748	370
LOC123745042	FBgn0026086	FBpp0300329	518
LOC123745044	FBgn0265102	FBpp0311288	1169
LOC123745044	FBgn0265102	FBpp0076386	1169
LOC123745046	FBgn0035830	FBpp0076470	222
LOC123745047	FBgn0033250	FBpp0087943	58.5
LOC123745048	FBgn0044328	FBpp0305041	263
LOC123745048	FBgn0044328	FBpp0312611	263
LOC123745048	FBgn0044328	FBpp0312612	263
LOC123745049	FBgn0261722	FBpp0075296	137
LOC123745051	FBgn0000317	FBpp0080283	445
LOC123745051	FBgn0000317	FBpp0080282	445
LOC123745051	FBgn0000317	FBpp0310275	445
LOC123745051	FBgn0000317	FBpp0310274	445
LOC123745053	FBgn0265356	FBpp0309389	47.8
LOC123745053	FBgn0265356	FBpp0085757	47.8
LOC123745053	FBgn0265356	FBpp0085756	47.8
LOC123745053	FBgn0265356	FBpp0309390	47.8
LOC123745054	FBgn0085423	FBpp0297429	85.9
LOC123745054	FBgn0085423	FBpp0111553	85.9
LOC123745055	FBgn0038839	FBpp0083390	290
LOC123745055	FBgn0038839	FBpp0312606	290
LOC123745056	FBgn0025558	FBpp0075074	50.8
LOC123745057	FBgn0011204	FBpp0072590	63.5
LOC123745058	FBgn0262512	FBpp0086474	190
LOC123745059	FBgn0051390	FBpp0081787	197
LOC123745063	FBgn0261872	FBpp0075048	290
LOC123745064	FBgn0037057	FBpp0077957	393
LOC123745064	FBgn0037057	FBpp0077956	393
LOC123745064	FBgn0037057	FBpp0077955	393
LOC123745064	FBgn0037057	FBpp0077954	393
LOC123745065	FBgn0260486	FBpp0303566	1711
LOC123745067	FBgn0001138	FBpp0289317	226
LOC123745067	FBgn0001138	FBpp0303221	226
LOC123745070	FBgn0001138	FBpp0289317	239
LOC123745071	FBgn0015024	FBpp0311372	519
LOC123745071	FBgn0015024	FBpp0073515	519
LOC123745071	FBgn0015024	FBpp0309354	519
LOC123745071	FBgn0015024	FBpp0073513	519
LOC123745071	FBgn0015024	FBpp0311373	519
LOC123745071	FBgn0015024	FBpp0289609	519
LOC123745074	FBgn0004855	FBpp0301701	214
LOC123745074	FBgn0004855	FBpp0082384	214
LOC123745074	FBgn0004855	FBpp0312065	214
LOC123745076	FBgn0032204	FBpp0079574	302
LOC123745077	FBgn0265998	FBpp0289029	598
LOC123745078	FBgn0015380	FBpp0080736	386
LOC123745079	FBgn0004584	FBpp0077362	79.7
LOC123745079	FBgn0004584	FBpp0288680	79.7
LOC123745083	FBgn0040337	FBpp0070168	358
LOC123745089	FBgn0005648	FBpp0087863	158
LOC123745089	FBgn0005648	FBpp0087864	158
LOC123745104	FBgn0000299	FBpp0078642	58.2
LOC123745104	FBgn0000299	FBpp0078640	58.2
LOC123745104	FBgn0000299	FBpp0078641	58.2
LOC123745105	FBgn0024321	FBpp0312482	61.2
LOC123745105	FBgn0024321	FBpp0082401	61.2
LOC123745105	FBgn0024321	FBpp0297666	61.2
LOC123745105	FBgn0024321	FBpp0082400	61.2
LOC123745114	FBgn0033712	FBpp0087009	82.0
LOC123745114	FBgn0033712	FBpp0308691	82.0
LOC123745121	FBgn0052602	FBpp0423273	76.3
LOC123745122	FBgn0029697	FBpp0070613	50.4
LOC123745124	FBgn0028573	FBpp0075796	110
LOC123745130	FBgn0031011	FBpp0074453	140
LOC123745134	FBgn0264895	FBpp0306874	103
LOC123745134	FBgn0264895	FBpp0306870	103
LOC123745134	FBgn0264895	FBpp0306871	103
LOC123745134	FBgn0264895	FBpp0306872	103
LOC123745134	FBgn0264895	FBpp0306873	103
LOC123745136	FBgn0033862	FBpp0086777	59.7
LOC123745137	FBgn0052656	FBpp0309609	62.4
LOC123745138	FBgn0261509	FBpp0301720	223
LOC123745138	FBgn0261509	FBpp0301722	223
LOC123745138	FBgn0261509	FBpp0423152	223
LOC123745139	FBgn0023479	FBpp0311236	57.4
LOC123745145	FBgn0031298	FBpp0077618	329
LOC123745145	FBgn0031298	FBpp0304824	329
LOC123745146	FBgn0037488	FBpp0292310	105
LOC123745146	FBgn0034301	FBpp0085964	105
LOC123745150	FBgn0033558	FBpp0308559	105
LOC123745150	FBgn0033558	FBpp0308561	105
LOC123745153	FBgn0033658	FBpp0087168	57.0
LOC123745155	FBgn0033658	FBpp0087168	49.7
LOC123745156	FBgn0000299	FBpp0078642	233
LOC123745156	FBgn0000299	FBpp0078640	233
LOC123745156	FBgn0000299	FBpp0078641	233
LOC123745158	FBgn0037227	FBpp0078615	51.6
LOC123745159	FBgn0031957	FBpp0079185	48.5
LOC123745160	FBgn0031957	FBpp0079185	50.8
LOC123745162	FBgn0031957	FBpp0079185	53.9
LOC123745163	FBgn0034715	FBpp0312420	349
LOC123745167	FBgn0014870	FBpp0086221	133
LOC123745168	FBgn0283658	FBpp0304794	187
LOC123745168	FBgn0283658	FBpp0304796	187
LOC123745168	FBgn0283658	FBpp0304795	187
LOC123745168	FBgn0283658	FBpp0304797	187
LOC123745168	FBgn0283658	FBpp0079072	187
LOC123745172	FBgn0034521	FBpp0085571	50.4
LOC123745177	FBgn0003892	FBpp0088443	887
LOC123745178	FBgn0035612	FBpp0271739	53.1
LOC123745182	FBgn0001235	FBpp0081733	63.5
LOC123745182	FBgn0001235	FBpp0081732	63.5
LOC123745183	FBgn0038642	FBpp0311446	79.0
LOC123745183	FBgn0038642	FBpp0083102	79.0
LOC123745184	FBgn0017414	FBpp0304270	52.8
LOC123745184	FBgn0017414	FBpp0087334	52.8
LOC123745186	FBgn0261793	FBpp0289804	51.6
LOC123745186	FBgn0261793	FBpp0111840	51.6
LOC123745186	FBgn0261793	FBpp0303138	51.6
LOC123745187	FBgn0029807	FBpp0070798	67.4
LOC123745188	FBgn0061197	FBpp0088611	87.4
LOC123745189	FBgn0061197	FBpp0088611	85.9
LOC123745190	FBgn0032010	FBpp0304643	51.2
LOC123745193	FBgn0015797	FBpp0312096	107
LOC123745193	FBgn0015797	FBpp0079943	107
LOC123745195	FBgn0259244	FBpp0292667	57.8
LOC123745197	FBgn0052602	FBpp0423273	60.8
LOC123745199	FBgn0053926	FBpp0091164	50.1
LOC123745199	FBgn0053926	FBpp0311233	50.1
LOC123745200	FBgn0052656	FBpp0309609	72.8
LOC123745201	FBgn0036463	FBpp0306008	419
LOC123745201	FBgn0036463	FBpp0075424	419
LOC123745203	FBgn0261561	FBpp0291866	61.2
LOC123745205	FBgn0029791	FBpp0290305	680
LOC123745206	FBgn0061197	FBpp0088611	90.5
LOC123745207	FBgn0261286	FBpp0082727	458
LOC123745209	FBgn0033869	FBpp0086756	84.7
LOC123745211	FBgn0028573	FBpp0075796	60.8
LOC123745213	FBgn0038727	FBpp0290431	157
LOC123745215	FBgn0000564	FBpp0306950	57.8
LOC123745215	FBgn0000564	FBpp0082885	57.8
LOC123745217	FBgn0040697	FBpp0073113	242
LOC123745219	FBgn0037488	FBpp0292310	105
LOC123745220	FBgn0037224	FBpp0078614	47.8
LOC123745223	FBgn0033658	FBpp0087168	47.0
LOC123745224	FBgn0033658	FBpp0087168	48.9
LOC123745226	FBgn0033658	FBpp0087168	50.8
LOC123745227	FBgn0033658	FBpp0087168	49.7
LOC123745233	FBgn0026761	FBpp0085482	129
LOC123745233	FBgn0026761	FBpp0307647	129
LOC123745237	FBgn0260750	FBpp0079576	146
LOC123745238	FBgn0029167	FBpp0075495	62.8
LOC123745238	FBgn0029167	FBpp0305234	62.8
LOC123745239	FBgn0283451	FBpp0289658	157
LOC123745239	FBgn0283451	FBpp0292595	157
LOC123745239	FBgn0283451	FBpp0070256	157
LOC123745239	FBgn0283451	FBpp0300638	157
LOC123745245	FBgn0037313	FBpp0078431	127
LOC123745246	FBgn0037612	FBpp0293880	271
LOC123745247	FBgn0011296	FBpp0307666	79.7
LOC123745247	FBgn0011296	FBpp0072009	79.7
LOC123745248	FBgn0040022	FBpp0112593	404
LOC123745248	FBgn0040022	FBpp0291455	404
LOC123745248	FBgn0040022	FBpp0112592	404
LOC123745248	FBgn0040022	FBpp0112594	404
LOC123745248	FBgn0040022	FBpp0291457	404
LOC123745248	FBgn0040022	FBpp0291453	404
LOC123745248	FBgn0040022	FBpp0291456	404
LOC123745248	FBgn0040022	FBpp0291454	404
LOC123745248	FBgn0040022	FBpp0291452	404
LOC123745249	FBgn0039867	FBpp0085224	52.4
LOC123745250	FBgn0036571	FBpp0075208	892
LOC123745250	FBgn0036571	FBpp0291126	892
LOC123745251	FBgn0000543	FBpp0072781	191
LOC123745252	FBgn0000543	FBpp0072781	53.5
LOC123745253	FBgn0036366	FBpp0075567	286
LOC123745255	FBgn0035592	FBpp0076884	161
LOC123745257	FBgn0010425	FBpp0087256	140
LOC123745258	FBgn0004359	FBpp0307705	108
LOC123745258	FBgn0004359	FBpp0084437	108
LOC123745259	FBgn0034314	FBpp0305075	126
LOC123745260	FBgn0039273	FBpp0112197	332
LOC123745261	FBgn0263772	FBpp0302632	214
LOC123745261	FBgn0263772	FBpp0422976	214
LOC123745261	FBgn0263772	FBpp0308738	214
LOC123745261	FBgn0263772	FBpp0302633	214
LOC123745263	FBgn0004066	FBpp0073989	352
LOC123745266	FBgn0030507	FBpp0073640	119
LOC123745266	FBgn0030507	FBpp0309343	119
LOC123745267	FBgn0036126	FBpp0075963	45.4
LOC123745267	FBgn0036126	FBpp0304952	45.4
LOC123745268	FBgn0033351	FBpp0087757	248
LOC123745270	FBgn0029158	FBpp0288705	507
LOC123745271	FBgn0000560	FBpp0078092	195
LOC123745271	FBgn0000560	FBpp0078091	195
LOC123745272	FBgn0000560	FBpp0078092	196
LOC123745272	FBgn0000560	FBpp0078091	196
LOC123745272	FBgn0001323	FBpp0312390	196
LOC123745272	FBgn0001323	FBpp0077870	196
LOC123745273	FBgn0011760	FBpp0070672	182
LOC123745273	FBgn0011760	FBpp0297908	182
LOC123745273	FBgn0011760	FBpp0070674	182
LOC123745273	FBgn0011760	FBpp0070675	182
LOC123745274	FBgn0265178	FBpp0308232	278
LOC123745274	FBgn0265178	FBpp0308231	278
LOC123745275	FBgn0039576	FBpp0084648	125
LOC123745277	FBgn0001224	FBpp0076181	68.2
LOC123745277	FBgn0001224	FBpp0301282	68.2
LOC123745278	FBgn0029088	FBpp0078314	733
LOC123745279	FBgn0037153	FBpp0305421	296
LOC123745279	FBgn0037153	FBpp0290707	296
LOC123745280	FBgn0032629	FBpp0080525	216
LOC123745280	FBgn0032629	FBpp0080524	216
LOC123745281	FBgn0004381	FBpp0304439	572
LOC123745281	FBgn0004381	FBpp0075762	572
LOC123745282	FBgn0035978	FBpp0290912	700
LOC123745283	FBgn0040397	FBpp0070174	178
LOC123745283	FBgn0040397	FBpp0303758	178
LOC123745283	FBgn0040397	FBpp0112239	178
LOC123745285	FBgn0052602	FBpp0423273	68.9
LOC123745286	FBgn0039272	FBpp0301202	179
LOC123745286	FBgn0039272	FBpp0423042	179
LOC123745286	FBgn0052260	FBpp0304903	179
LOC123745287	FBgn0263755	FBpp0302536	252
LOC123745288	FBgn0052536	FBpp0074455	59.3
LOC123745289	FBgn0036825	FBpp0074833	214
LOC123745289	FBgn0036825	FBpp0305858	214
LOC123745289	FBgn0036825	FBpp0312574	214
LOC123745290	FBgn0039272	FBpp0301202	155
LOC123745290	FBgn0284244	FBpp0294007	155
LOC123745291	FBgn0036824	FBpp0074843	520
LOC123745292	FBgn0033717	FBpp0087070	536
LOC123745292	FBgn0033717	FBpp0087068	536
LOC123745292	FBgn0033717	FBpp0087071	536
LOC123745292	FBgn0033717	FBpp0087069	536
LOC123745293	FBgn0038388	FBpp0290930	64.3
LOC123745293	FBgn0038388	FBpp0082694	64.3
LOC123745294	FBgn0011603	FBpp0077136	150
LOC123745294	FBgn0011603	FBpp0077138	150
LOC123745294	FBgn0011603	FBpp0290621	150
LOC123745294	FBgn0011603	FBpp0290622	150
LOC123745296	FBgn0033867	FBpp0086755	74.3
LOC123745297	FBgn0036059	FBpp0112072	138
LOC123745298	FBgn0030678	FBpp0073982	258
LOC123745299	FBgn0286051	FBpp0076686	240
LOC123745299	FBgn0286051	FBpp0076685	240
LOC123745300	FBgn0086698	FBpp0305725	368
LOC123745300	FBgn0086698	FBpp0305724	368
LOC123745300	FBgn0086698	FBpp0077577	368
LOC123745301	FBgn0032938	FBpp0081013	179
LOC123745301	FBgn0032938	FBpp0113094	179
LOC123745301	FBgn0032938	FBpp0303529	179
LOC123745301	FBgn0032938	FBpp0303530	179
LOC123745301	FBgn0032938	FBpp0081012	179
LOC123745301	FBgn0032938	FBpp0312114	179
LOC123745302	FBgn0040751	FBpp0086707	96.3
LOC123745303	FBgn0038309	FBpp0112150	530
LOC123745304	FBgn0035166	FBpp0303819	80.1
LOC123745305	FBgn0033862	FBpp0086777	63.9
LOC123745305	FBgn0033862	FBpp0086777	63.9
LOC123745308	FBgn0005619	FBpp0304256	845
LOC123745308	FBgn0005619	FBpp0087422	845
LOC123745308	FBgn0005619	FBpp0311591	845
LOC123745308	FBgn0005619	FBpp0304257	845
LOC123745310	FBgn0011824	FBpp0071562	130
LOC123745311	FBgn0030122	FBpp0071254	149
LOC123745311	FBgn0030122	FBpp0308972	149
LOC123745314	FBgn0026666	FBpp0073900	209
LOC123745315	FBgn0039923	FBpp0088314	68.9
LOC123745315	FBgn0039923	FBpp0088313	68.9
LOC123745316	FBgn0037098	FBpp0312580	537
LOC123745317	FBgn0261547	FBpp0291789	499
LOC123745317	FBgn0261547	FBpp0291787	499
LOC123745317	FBgn0261547	FBpp0291788	499
LOC123745319	FBgn0037488	FBpp0292310	107
LOC123745320	FBgn0037488	FBpp0292310	106
LOC123745320	FBgn0034301	FBpp0303036	106
LOC123745321	FBgn0033160	FBpp0088040	1243
LOC123745321	FBgn0033160	FBpp0307849	1243
LOC123745322	FBgn0037488	FBpp0292310	106
LOC123745322	FBgn0034301	FBpp0085964	106
LOC123745323	FBgn0037488	FBpp0292310	105
LOC123745324	FBgn0037488	FBpp0292310	103
LOC123745325	FBgn0032821	FBpp0304488	609
LOC123745325	FBgn0032821	FBpp0290188	609
LOC123745325	FBgn0032821	FBpp0080851	609
LOC123745325	FBgn0032821	FBpp0290189	609
LOC123745327	FBgn0034535	FBpp0085545	213
LOC123745329	FBgn0003744	FBpp0304464	781
LOC123745330	FBgn0030520	FBpp0304100	348
LOC123745330	FBgn0030520	FBpp0304101	348
LOC123745330	FBgn0030520	FBpp0111894	348
LOC123745330	FBgn0030520	FBpp0073671	348
LOC123745334	FBgn0030364	FBpp0073458	122
LOC123745335	FBgn0032593	FBpp0307143	437
LOC123745337	FBgn0040372	FBpp0070062	511
LOC123745339	FBgn0000658	FBpp0085933	136
LOC123745340	FBgn0036214	FBpp0075767	69.7
LOC123745340	FBgn0036214	FBpp0304440	69.7
LOC123745341	FBgn0036260	FBpp0075752	104
LOC123745342	FBgn0086693	FBpp0070930	971
LOC123745343	FBgn0030576	FBpp0308816	161
LOC123745343	FBgn0030576	FBpp0073756	161
LOC123745344	FBgn0000042	FBpp0070787	782
LOC123745344	FBgn0000042	FBpp0100124	782
LOC123745344	FBgn0000042	FBpp0311818	782
LOC123745344	FBgn0000042	FBpp0070788	782
LOC123745344	FBgn0000042	FBpp0100125	782
LOC123745345	FBgn0266195	FBpp0310356	223
LOC123745347	FBgn0030512	FBpp0073675	610
LOC123745347	FBgn0030512	FBpp0073676	610
LOC123745347	FBgn0030512	FBpp0310009	610
LOC123745348	FBgn0030038	FBpp0111875	653
LOC123745348	FBgn0030038	FBpp0308525	653
LOC123745349	FBgn0034971	FBpp0309994	582
LOC123745350	FBgn0037979	FBpp0112136	109
LOC123745353	FBgn0037556	FBpp0081302	161
LOC123745354	FBgn0027537	FBpp0073659	485
LOC123745355	FBgn0036988	FBpp0077888	343
LOC123745355	FBgn0036988	FBpp0302735	343
LOC123745356	FBgn0031209	FBpp0111921	89.0
LOC123745360	FBgn0031697	FBpp0078716	139
LOC123745360	FBgn0031697	FBpp0303005	139
LOC123745361	FBgn0037227	FBpp0078615	52.4
LOC123745362	FBgn0037227	FBpp0078615	53.5
